replica,cpu,heap,previous_tps,instant_tps,inc_tps,out_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,timestamp
4,7,4,56,55,293,301,0.517,0.686,0.9738571428571429,18.574830952380953,52.41,55.07,0,56,1707562288.4234877
5,6,7,55,49,259,264,0.418,0.714,0.9696666666666667,19.54449761904762,65.44,49.56,0,48,1707562506.9596148
6,6,8,49,56,236,245,0.379,0.747,0.9565416666666666,20.501039285714285,75.64,56.77,0,56,1707562738.965678
6,7,6,56,65,300,305,0.458,0.709,0.9654285714285714,21.466467857142856,33.69,65.59,0,64,1707562978.9955394
3,8,6,65,72,630,640,0.637,0.715,0.979625,22.446092857142855,20.76,72.73,0,72,1707563217.4530303
5,7,7,72,97,155,164,0.515,0.686,0.9715714285714285,23.417664285714284,58.79,97.4,0,96,1707563458.4315536
6,7,4,97,98,362,373,0.559,0.684,0.9798571428571429,24.397521428571427,66.24,98.13,0,96,1707563671.301155
6,8,7,98,124,396,409,0.689,0.692,0.9849821428571428,25.38250357142857,35.99,124.28,0,120,1707563884.4393282
3,7,5,124,74,639,648,0.526,0.721,0.9751428571428572,26.357646428571424,46.59,74.33,0,72,1707564089.2907743
2,8,7,74,86,934,997,0.757,0.648,0.9871964285714285,27.344842857142854,92.69,86.73,0,88,1707564357.562105
5,4,4,86,36,90,99,0.306,0.691,0.9765,28.321342857142856,253.7,36.53,0,72,1707564548.444668
1,7,8,36,44,1110,1191,0.696,0.716,0.9889285714285714,29.310271428571426,227.91,44.3,0,80,1707564842.5755754
4,4,9,44,33,107,117,0.347,0.795,0.9750833333333333,30.28535476190476,246.8,33.06,0,64,1707565008.6513755
6,9,7,33,64,278,281,0.657,0.688,0.9712857142857143,31.256640476190473,22.69,64.6,0,64,1707565318.857206
5,6,8,64,66,310,322,0.425,0.809,0.9708333333333333,32.22747380952381,106.59,66.94,0,72,1707565506.7947505
2,8,5,66,72,659,706,0.78,0.67,0.9975,33.22497380952381,75.74,72.33,0,72,1707565738.0327883
3,4,4,72,46,195,210,0.358,0.733,0.9895,34.21447380952381,194.24,46.27,0,72,1707565941.214336
5,4,7,46,38,56,61,0.348,0.725,0.987,35.20147380952381,267.75,38.6,0,80,1707566359.1445189
1,7,9,38,47,1055,1219,0.7,0.701,0.9778888888888889,36.1793626984127,233.63,47.24,0,88,1707566653.45792
5,4,9,47,36,88,95,0.309,0.833,0.9698055555555556,37.149168253968256,189.76,36.67,0,56,1707566817.3223264
4,9,8,36,56,369,376,0.723,0.739,0.9727083333333333,38.121876587301585,19.63,56.87,0,56,1707567121.5722628
5,8,9,56,110,288,303,0.624,0.718,0.9577777777777777,39.079654365079364,70.96,110.6,0,112,1707567309.0337963
3,6,9,110,90,472,501,0.508,0.732,0.966,40.045654365079365,107.96,90.47,0,96,1707567509.1595314
1,5,4,90,28,175,198,0.489,0.659,0.9978,41.04345436507936,459.06,28.6,0,104,1707567797.5836399
6,8,9,28,114,481,481,0.555,0.777,0.9557083333333334,41.9991626984127,44.13,114.84,0,112,1707567994.5173957
1,5,6,114,31,549,622,0.498,0.614,0.9996,42.9987626984127,584.08,31.27,0,144,1707568197.5567324
4,5,9,31,45,160,169,0.464,0.805,0.9822444444444445,43.981007142857145,243.51,45.4,0,88,1707568375.8135636
4,8,4,45,65,459,444,0.619,0.677,0.977375,44.95838214285715,25.03,65.38,0,64,1707568639.6934786
5,4,9,65,34,134,147,0.333,0.812,0.9734722222222223,45.93185436507937,321.69,34.86,0,88,1707568857.9658883
2,7,7,34,71,714,772,0.648,0.724,0.9925714285714285,46.9244257936508,108.24,71.39,0,72,1707569158.2373247
3,7,4,71,72,491,521,0.602,0.681,0.986,47.910425793650795,58.35,72.53,0,72,1707569398.9432757
3,9,4,72,97,842,854,0.715,0.697,0.9794444444444445,48.88987023809524,20.0,97.53,0,96,1707569656.2085242
5,5,4,97,60,110,118,0.45,0.677,0.99,49.87987023809524,181.51,60.07,0,88,1707569888.8186743
3,7,5,60,97,863,860,0.574,0.677,0.982,50.86187023809524,77.19,97.82,0,96,1707570137.1533277
6,9,9,97,96,375,374,0.683,0.77,0.9614444444444444,51.82331468253969,20.72,96.4,0,96,1707570417.6545396
5,5,8,96,58,104,110,0.442,0.747,0.9817750000000001,52.80508968253969,205.81,58.13,0,96,1707570612.1990826
6,6,5,58,75,247,259,0.477,0.67,0.9795,53.78458968253969,129.34,75.33,0,88,1707570856.2179239
4,9,4,75,105,527,547,0.708,0.686,0.9786666666666667,54.76325634920636,31.93,105.84,0,104,1707571088.5161119
1,8,5,105,56,1113,1360,0.799,0.638,0.9998750000000001,55.76313134920636,368.62,56.73,0,168,1707571288.106022
5,5,9,56,70,132,138,0.434,0.8,0.9756888888888889,56.73882023809525,259.01,70.93,0,144,1707571435.645483
2,6,9,70,69,748,824,0.577,0.746,0.9790555555555556,57.717875793650805,275.84,69.13,0,152,1707571698.5427692
6,5,8,69,67,96,103,0.33,0.735,0.957875,58.675750793650806,268.54,67.8,0,144,1707571922.5628505
4,6,5,67,79,224,238,0.549,0.713,0.9915,59.66725079365081,159.5,79.73,0,104,1707572190.9926026
3,8,7,79,104,587,612,0.631,0.684,0.9765892857142857,60.64384007936509,65.31,104.2,0,104,1707572426.1065433
1,5,5,104,29,648,715,0.496,0.639,0.9992,61.64304007936509,337.94,29.71,0,80,1707572669.1590648
3,9,8,29,107,963,928,0.766,0.771,0.9814861111111111,62.6245261904762,16.16,107.11,0,104,1707572867.9765363
3,9,4,107,97,877,857,0.688,0.692,0.9764444444444444,63.60097063492065,19.03,97.3,0,96,1707573117.4301856
4,8,6,97,96,425,432,0.696,0.71,0.987,64.58797063492065,33.44,96.6,0,96,1707573358.0484583
3,7,6,96,96,481,500,0.596,0.678,0.9851428571428571,65.57311349206351,75.69,96.47,0,96,1707573549.4933567
2,5,7,96,47,482,539,0.428,0.758,0.9856,66.55871349206352,251.13,47.81,0,96,1707573808.6628056
1,5,9,47,28,608,676,0.498,0.678,0.9749333333333333,67.53364682539686,359.96,28.0,0,80,1707574077.6269424
4,5,6,28,37,148,158,0.443,0.747,0.9886,68.52224682539686,268.59,37.53,0,80,1707574249.9178455
5,4,4,37,34,31,35,0.379,0.684,0.99475,69.51699682539686,379.83,34.6,0,104,1707574507.7531793
5,8,4,34,125,635,633,0.616,0.714,0.977,70.49399682539686,36.0,125.51,0,120,1707574820.7400103
6,8,4,125,150,523,508,0.303,0.698,0.937875,71.43187182539687,21.71,150.48,0,144,1707575038.4039092
3,4,9,150,56,312,337,0.351,0.795,0.9760833333333333,72.4079551587302,340.9,56.87,0,152,1707575188.9575624
6,5,6,56,80,74,82,0.324,0.688,0.9648,73.3727551587302,257.15,80.4,0,160,1707575582.6608045
1,9,8,80,77,1140,1338,0.827,0.734,0.983638888888889,74.35639404761909,159.64,77.53,0,104,1707575850.9670076
3,9,7,77,80,729,718,0.705,0.732,0.9783333333333333,75.33472738095243,16.86,80.64,0,80,1707575998.516803
5,6,5,80,88,131,140,0.45,0.648,0.975,76.30972738095242,154.48,88.6,0,112,1707576237.1000512
3,4,6,88,52,168,183,0.389,0.711,0.99725,77.30697738095242,230.59,52.33,0,96,1707576460.395318
6,7,7,52,96,382,392,0.499,0.764,0.9712857142857143,78.27826309523813,85.51,96.61,0,96,1707576856.2462761
5,8,4,96,96,398,404,0.636,0.678,0.9795,79.25776309523813,40.63,96.27,0,96,1707577078.19977
6,8,4,96,97,359,349,0.288,0.683,0.9359999999999999,80.19376309523813,27.35,97.19,0,96,1707577268.0465913
5,8,8,97,81,434,433,0.603,0.725,0.966,81.15976309523812,34.99,81.88,0,80,1707577409.538732
2,8,8,81,72,953,884,0.355,0.747,0.93775,82.09751309523811,16.18,72.0,0,72,1707577617.9604616
1,6,5,72,41,769,915,0.58,0.636,0.9966666666666667,83.09417976190478,319.14,41.07,0,104,1707577753.2174323
6,6,7,41,80,256,271,0.462,0.739,0.977,84.07117976190479,161.47,80.2,0,104,1707577921.419682
1,6,7,80,79,1783,2023,0.591,0.893,0.9984999999999999,85.06967976190478,162.77,79.4,0,104,1707578160.1936173
4,4,6,79,29,64,70,0.358,0.715,0.9895,86.05917976190479,440.1,29.73,0,104,1707578295.4742818
5,9,4,29,97,326,332,0.655,0.675,0.9727777777777777,87.03195753968257,21.22,97.53,0,96,1707578600.7644837
1,4,7,97,18,322,406,0.394,0.657,0.9923571428571429,88.02431468253971,554.49,18.2,0,80,1707578790.3871915
1,9,8,18,71,995,1054,0.9,0.626,0.9782500000000001,89.00256468253971,70.0,71.22,0,72,1707578993.341231
6,4,7,71,20,98,106,0.218,0.747,0.9545,89.95706468253971,105.14,20.56,0,24,1707579148.9546134
4,9,7,20,24,166,167,0.618,0.697,0.9682380952380952,90.9253027777778,26.17,24.0,0,24,1707579477.7805288
2,6,9,24,32,391,409,0.555,0.799,0.9812777777777778,91.90658055555558,48.15,32.16,0,32,1707579665.2456198
1,6,9,32,32,895,815,0.294,0.861,0.9446666666666667,92.85124722222224,15.09,32.13,0,32,1707579893.1790316
3,4,4,32,33,198,209,0.298,0.684,0.9745,93.82574722222225,142.36,33.2,0,40,1707580028.448068
4,8,8,33,32,208,217,0.672,0.685,0.969625,94.79537222222224,24.48,32.2,0,32,1707580440.7889516
6,8,6,32,31,117,122,0.4,0.636,0.95,95.74537222222224,34.55,31.71,0,32,1707580628.1267796
3,6,8,31,24,199,206,0.444,0.721,0.964125,96.70949722222224,22.26,24.0,0,24,1707580829.0560632
6,8,4,24,40,185,189,0.492,0.637,0.9615,0.0,21.79,40.26,0,40,1707581123.5920858
6,8,7,40,38,185,188,0.623,0.683,0.9754464285714286,0.9754464285714286,34.61,38.87,0,40,1707581338.3091297
2,6,5,38,39,476,509,0.525,0.682,0.9875,1.9629464285714286,98.12,39.81,0,40,1707581532.88524
1,4,5,39,15,157,181,0.399,0.644,0.99975,2.962696428571429,331.08,15.13,0,40,1707581758.6899393
3,6,7,15,48,396,410,0.487,0.721,0.9811666666666666,3.9438630952380955,60.72,48.33,0,48,1707581953.2001514
5,5,6,48,40,126,134,0.406,0.731,0.9812000000000001,4.925063095238095,61.66,40.53,0,40,1707582243.2415013
3,4,6,40,27,102,110,0.281,0.712,0.9702500000000001,5.895313095238095,132.52,27.8,0,32,1707582491.3947787
6,8,9,27,21,95,101,0.475,0.651,0.9317083333333334,6.827021428571429,39.69,21.53,0,24,1707582876.294683
5,8,7,21,56,281,280,0.581,0.703,0.972625,7.799646428571429,26.56,56.93,0,56,1707583072.6115553
5,5,7,56,44,138,149,0.419,0.722,0.9838,8.783446428571429,118.3,44.0,0,48,1707583264.24919
1,9,9,44,40,493,527,0.876,0.667,0.9714444444444444,9.754890873015873,24.87,40.0,0,40,1707583508.1104383
6,8,5,40,40,184,185,0.537,0.664,0.967125,10.722015873015872,21.02,40.32,0,40,1707583655.5980675
6,5,7,40,41,100,110,0.394,0.713,0.9788,11.700815873015872,61.15,41.07,0,40,1707583858.0843585
6,6,6,41,33,123,129,0.458,0.653,0.9763333333333334,12.677149206349204,37.35,33.33,0,32,1707584119.6443782
4,9,8,33,33,197,201,0.474,0.712,0.9416666666666667,13.61881587301587,20.37,33.12,0,32,1707584347.8234715
2,5,8,33,34,100,111,0.405,0.754,0.97525,14.594065873015872,139.6,34.27,0,40,1707584547.7128212
1,7,9,34,32,595,697,0.681,0.66,0.9706190476190476,15.56468492063492,152.5,32.87,0,40,1707584796.1619084
4,9,6,32,40,228,233,0.549,0.692,0.961,16.52568492063492,22.47,40.7,0,40,1707584953.9438326
6,9,8,40,40,187,186,0.478,0.676,0.9376111111111112,17.46329603174603,21.56,40.83,0,40,1707585149.3619223
3,5,6,40,40,357,369,0.373,0.736,0.9746,18.43789603174603,86.58,40.46,0,40,1707585358.0782018
5,4,6,40,26,76,83,0.284,0.75,0.971,19.40889603174603,139.02,26.71,0,32,1707585718.4301088
5,5,6,26,32,64,70,0.299,0.708,0.9598,20.36869603174603,41.6,32.47,0,32,1707586018.6855247
3,5,4,32,61,349,373,0.394,0.698,0.9788,21.34749603174603,107.55,61.0,0,64,1707586292.2058935
4,9,6,61,48,291,296,0.524,0.709,0.9582222222222222,22.30571825396825,21.22,48.16,0,48,1707586625.818933
3,8,7,48,40,357,355,0.67,0.735,0.98375,23.289468253968252,27.54,40.33,0,40,1707586829.3182225
4,7,8,40,48,289,303,0.542,0.744,0.9704285714285714,24.259896825396822,32.93,48.35,0,48,1707587057.5729494
5,9,8,48,48,275,273,0.637,0.737,0.9629027777777778,25.2227996031746,27.95,48.73,0,48,1707587273.864074
1,4,5,48,15,105,131,0.4,0.64,1.0,26.2227996031746,454.92,15.13,0,56,1707587461.4951632
5,9,6,15,73,405,392,0.64,0.706,0.9711111111111111,27.19391071428571,17.9,73.06,0,72,1707587670.4668562
5,7,4,73,65,172,174,0.434,0.661,0.962,28.15591071428571,66.82,65.84,0,64,1707587878.4775167
2,6,9,65,52,330,360,0.591,0.686,0.9747222222222223,29.130632936507933,170.87,52.07,0,72,1707588089.3644068
3,7,8,52,89,760,773,0.568,0.786,0.9793928571428572,30.11002579365079,53.52,89.1,0,88,1707588327.5226634
2,4,6,89,28,73,87,0.345,0.624,0.98625,31.09627579365079,240.07,28.8,0,56,1707588597.2616236
2,5,4,28,34,325,341,0.46,0.713,0.992,32.08827579365079,170.99,34.67,0,48,1707588886.7192526
3,4,9,34,31,91,99,0.268,0.749,0.9502222222222222,33.03849801587301,222.97,31.4,0,56,1707589141.4261262
5,8,8,31,65,361,354,0.624,0.776,0.975,34.01349801587301,21.85,65.33,0,64,1707589536.9475973
2,4,6,65,25,218,242,0.378,0.695,0.9944999999999999,35.007998015873014,365.79,25.07,0,72,1707589738.7299113
4,6,4,25,75,344,358,0.483,0.719,0.9805,35.98849801587301,152.04,75.87,0,96,1707590048.6666207
3,5,5,75,65,308,327,0.481,0.707,0.9962,36.984698015873015,180.25,65.73,0,96,1707590277.453872
1,5,9,65,29,329,414,0.487,0.654,0.9700666666666666,37.95476468253968,499.03,29.87,0,120,1707590602.8295999
6,8,6,29,74,340,336,0.46,0.696,0.9575,38.912264682539686,22.91,74.0,0,72,1707590780.987993
6,4,5,74,42,119,130,0.266,0.702,0.9665,39.87876468253969,263.24,42.52,0,88,1707590998.2475688
6,4,8,42,42,102,111,0.296,0.784,0.972,40.85076468253969,212.63,42.33,0,72,1707591297.3868825
5,9,8,42,80,393,390,0.611,0.717,0.9575138888888889,41.80827857142858,18.98,80.76,0,80,1707591607.2024324
1,8,6,80,57,1163,1324,0.773,0.6,0.996625,42.80490357142858,136.88,57.41,0,64,1707591808.9173949
1,5,4,57,20,407,503,0.495,0.654,0.999,43.803903571428584,386.93,20.6,0,64,1707591958.484261
1,7,8,20,40,498,553,0.7,0.642,0.9802500000000001,44.78415357142858,225.74,40.0,0,72,1707592132.536519
1,6,5,40,29,364,450,0.579,0.607,0.9964999999999999,45.78065357142858,306.6,29.67,0,72,1707592288.2494566
4,5,6,29,41,165,172,0.357,0.726,0.9714,46.75205357142858,221.34,41.07,0,72,1707592456.2768784
5,6,9,41,74,106,116,0.427,0.745,0.9539444444444445,47.70599801587303,125.73,74.6,0,80,1707592732.4915087
3,6,9,74,89,834,819,0.424,0.88,0.9684444444444444,48.67444246031747,21.08,89.52,0,88,1707592952.2353234
4,5,5,89,42,171,181,0.437,0.676,0.9874,49.66184246031747,162.8,42.73,0,56,1707593093.660645
4,5,5,42,56,392,396,0.416,0.774,0.9832,50.64504246031747,22.45,56.0,0,56,1707593347.9340734
4,5,4,56,55,61,70,0.361,0.645,0.9722,51.61724246031747,258.43,55.2,0,112,1707593483.2698328
1,6,9,55,35,317,359,0.6,0.651,0.9723333333333334,52.5895757936508,333.5,35.6,0,96,1707593741.056146
6,7,4,35,104,286,295,0.562,0.675,0.9802857142857143,53.569861507936515,72.11,104.93,0,104,1707593919.246188
4,7,7,104,110,647,653,0.589,0.706,0.9841428571428572,54.55400436507937,106.52,110.44,0,112,1707594136.7703404
1,4,4,110,18,169,205,0.396,0.606,0.999,55.553004365079374,973.12,18.73,0,144,1707594357.2277522
1,6,4,18,35,525,573,0.584,0.58,0.9973333333333333,56.550337698412704,311.29,35.73,0,88,1707594570.2769473
3,9,9,35,64,542,550,0.691,0.756,0.9607777777777777,57.51111547619048,16.25,64.27,0,64,1707594742.3299136
2,6,6,64,69,708,781,0.549,0.712,0.9915,58.502615476190485,155.23,69.07,0,88,1707594976.8250287
4,8,4,69,73,320,335,0.312,0.7,0.9390000000000001,59.441615476190485,30.97,73.27,0,72,1707595200.856247
2,6,6,73,45,442,467,0.575,0.671,0.9958333333333333,60.437448809523815,198.29,45.4,0,72,1707595404.743044
2,4,5,45,32,231,259,0.387,0.632,0.99675,61.434198809523814,372.86,32.33,0,96,1707595635.0275536
6,5,6,32,64,235,249,0.308,0.696,0.9616,62.39579880952381,169.12,64.58,0,88,1707595939.3913374
3,4,5,64,37,146,156,0.38,0.687,0.995,63.39079880952381,317.68,37.73,0,96,1707596217.2862701
3,7,8,37,97,718,748,0.534,0.695,0.9631607142857143,64.35395952380952,78.77,97.53,0,96,1707596606.599226
5,9,5,97,96,480,484,0.701,0.713,0.9778888888888889,65.3318484126984,20.94,96.27,0,96,1707596878.5209508
2,4,7,96,29,225,251,0.392,0.683,0.9955714285714286,66.32741984126983,382.4,29.07,0,88,1707597068.402787
1,5,8,29,24,366,461,0.494,0.607,0.974675,67.30209484126983,540.26,24.2,0,104,1707597372.4374423
2,5,9,24,53,350,389,0.48,0.697,0.9734444444444444,68.27553928571427,392.26,53.93,0,168,1707597550.7353716
5,4,4,53,41,37,42,0.385,0.667,0.99625,69.27178928571428,442.21,41.6,0,144,1707597801.2255929
6,9,5,41,155,344,356,0.743,0.642,0.9825555555555555,70.25434484126983,32.96,155.33,0,152,1707598105.9312284
4,8,4,155,145,650,655,0.673,0.697,0.984125,71.23846984126983,80.13,145.52,0,144,1707598294.311962
6,6,5,145,87,327,336,0.421,0.702,0.9701666666666666,72.2086365079365,138.98,87.58,0,104,1707598494.057069
3,4,4,87,34,260,284,0.349,0.706,0.98725,73.1958865079365,373.12,34.8,0,104,1707598738.5401042
3,6,8,34,80,489,512,0.511,0.75,0.9789166666666667,74.17480317460317,81.86,80.6,0,80,1707599107.305324
4,6,7,80,78,319,332,0.521,0.745,0.9868333333333333,75.1616365079365,161.13,78.0,0,104,1707599416.3116775
3,9,7,78,97,864,852,0.732,0.689,0.9797619047619047,76.14139841269841,17.9,97.11,0,96,1707599649.4978347
2,9,8,97,97,1183,1244,0.838,0.749,0.986736111111111,77.12813452380952,53.52,97.13,0,96,1707599878.0308876
1,7,8,97,48,1158,1240,0.676,0.744,0.9895714285714285,78.11770595238094,251.22,48.05,0,96,1707600067.0597322
2,6,5,48,61,350,383,0.553,0.672,0.9921666666666666,79.10987261904761,195.48,61.53,0,96,1707600228.8209383
6,5,8,61,57,175,185,0.366,0.748,0.9667,80.07657261904761,175.73,57.27,0,80,1707600452.600223
2,5,7,57,42,292,313,0.478,0.691,0.9943142857142857,81.07088690476189,236.59,42.47,0,80,1707600726.8515394
6,5,8,42,71,235,249,0.367,0.795,0.972775,82.04366190476189,180.84,71.05,0,104,1707600975.170764
5,4,4,71,39,126,132,0.349,0.717,0.98725,83.0309119047619,401.56,39.2,0,120,1707601257.886685
2,5,7,39,49,260,284,0.469,0.693,0.9928,84.0237119047619,365.52,49.4,0,144,1707601567.2555952
2,4,4,49,38,143,154,0.398,0.669,0.9995,85.0232119047619,513.73,38.67,0,152,1707601836.241931
3,4,7,38,43,120,131,0.286,0.788,0.9715,85.9947119047619,471.49,43.93,0,160,1707602126.1328616
4,6,6,43,69,134,144,0.457,0.685,0.9761666666666666,86.97087857142857,186.33,69.2,0,104,1707602551.1527066
2,7,4,69,76,805,841,0.64,0.664,0.9914285714285714,87.96230714285714,107.63,76.67,0,80,1707602790.3198578
2,8,4,76,106,770,826,0.756,0.652,0.9944999999999999,88.95680714285714,101.7,106.07,0,112,1707602999.6426003
3,6,9,106,79,500,532,0.477,0.721,0.9596111111111111,89.91641825396826,148.66,79.6,0,96,1707603192.5070393
4,5,4,79,59,143,153,0.453,0.674,0.9906,90.90701825396826,203.83,59.2,0,96,1707603491.2504706
6,8,6,59,99,421,425,0.54,0.723,0.9675,91.87451825396826,34.53,99.2,0,96,1707603744.99872
6,9,6,99,96,390,389,0.693,0.673,0.977,92.85151825396827,32.48,96.33,0,96,1707603958.3026206
5,7,6,96,79,146,155,0.469,0.653,0.967,93.81851825396826,68.89,79.8,0,80,1707604146.5939915
4,7,7,79,73,363,381,0.562,0.714,0.9802857142857143,94.79880396825398,73.3,73.07,0,72,1707604355.439925
1,9,9,73,63,575,637,0.898,0.635,0.9703333333333334,95.7691373015873,203.38,63.53,0,104,1707604563.6074479
4,6,7,63,65,158,164,0.452,0.692,0.9741904761904762,96.74332777777778,199.71,65.47,0,104,1707604711.1442716
5,5,4,65,62,297,312,0.366,0.711,0.9732000000000001,0.0,211.29,62.0,0,104,1707604948.2932076
5,5,9,62,48,94,101,0.404,0.806,0.9703555555555555,0.9703555555555555,274.06,48.4,0,104,1707605217.2886908
4,4,9,48,36,60,67,0.363,0.818,0.981638888888889,1.9519944444444444,331.7,36.33,0,96,1707605465.7835822
1,4,5,36,16,321,372,0.4,0.607,1.0,2.9519944444444444,607.63,16.21,0,80,1707605775.647414
1,8,7,16,61,737,880,0.799,0.582,0.9830178571428572,3.9350123015873013,128.49,61.27,0,72,1707605988.6093538
5,8,8,61,24,95,99,0.405,0.705,0.93875,4.873762301587301,24.4,24.0,0,24,1707606136.1754682
5,8,4,24,24,137,140,0.381,0.653,0.947625,5.821387301587301,20.64,24.69,0,24,1707606327.8527687
4,9,7,24,32,212,215,0.697,0.684,0.9751587301587301,6.796546031746032,22.12,32.0,0,32,1707606537.8028488
4,6,6,32,32,207,216,0.461,0.72,0.9768333333333333,7.773379365079365,35.38,32.52,0,32,1707606725.0414197
2,6,5,32,38,197,214,0.504,0.662,0.984,8.757379365079366,109.48,38.47,0,40,1707606957.7519522
6,6,4,38,32,81,85,0.336,0.636,0.956,9.713379365079366,43.43,32.29,0,32,1707607177.4423664
2,7,9,32,32,404,429,0.614,0.735,0.9693809523809525,10.682760317460318,24.61,32.0,0,32,1707607409.6767242
4,7,4,32,24,106,113,0.401,0.648,0.9572857142857143,11.640046031746031,28.99,24.0,0,24,1707607618.863939
5,5,4,24,40,206,215,0.295,0.779,0.959,12.599046031746031,51.25,40.7,0,40,1707607828.9638104
2,9,9,40,40,527,543,0.796,0.724,0.9688888888888889,13.56793492063492,17.39,40.0,0,40,1707608097.6114504
5,6,6,40,40,225,227,0.375,0.731,0.9625,14.53043492063492,42.97,40.62,0,40,1707608284.2915835
5,7,9,40,40,163,170,0.54,0.725,0.9576984126984127,15.488133333333334,23.58,40.07,0,40,1707608517.5873628
4,8,4,40,48,213,217,0.595,0.668,0.974375,16.462508333333332,22.58,48.47,0,48,1707608721.7448163
3,8,9,48,41,308,309,0.553,0.723,0.9494583333333333,17.411966666666665,18.28,41.04,0,40,1707608911.159264
1,6,4,41,19,447,493,0.595,0.639,0.9991666666666666,18.411133333333332,205.95,19.57,0,32,1707609168.799242
4,6,7,19,23,82,86,0.379,0.667,0.958452380952381,19.369585714285712,51.92,23.67,0,24,1707609348.996429
1,5,9,23,17,436,502,0.499,0.718,0.9795777777777778,20.34916349206349,395.01,17.95,0,56,1707609573.3899102
1,6,4,17,25,215,266,0.598,0.598,0.9996666666666667,21.348830158730156,235.56,25.47,0,48,1707609768.1389303
3,9,8,25,40,329,336,0.681,0.695,0.9625416666666666,22.311371825396822,16.92,40.4,0,40,1707609932.0527332
3,9,9,40,40,369,377,0.662,0.751,0.9570000000000001,23.268371825396823,17.83,40.0,0,40,1707610160.7198272
5,9,7,40,40,213,216,0.696,0.712,0.9773333333333334,24.245705158730157,24.14,40.6,0,40,1707610389.005361
2,6,6,40,32,316,336,0.546,0.715,0.991,25.236705158730157,28.85,32.27,0,32,1707610578.634555
4,9,4,32,32,197,200,0.485,0.624,0.9538888888888889,26.190594047619047,19.81,32.67,0,32,1707610812.8948643
6,8,7,32,40,186,186,0.471,0.681,0.9561607142857143,27.146754761904763,23.26,40.16,0,40,1707611008.5892715
2,8,7,40,40,528,520,0.344,0.745,0.9430000000000001,28.089754761904764,16.66,40.0,0,40,1707611217.5028625
1,9,9,40,40,331,359,0.895,0.678,0.9747777777777777,29.064532539682542,49.23,40.93,0,40,1707611352.777298
4,7,4,40,40,209,215,0.576,0.692,0.9822857142857143,30.046818253968258,29.74,40.2,0,40,1707611500.3618526
1,5,6,40,19,207,235,0.481,0.654,0.9962,31.043018253968256,265.4,19.0,0,40,1707611708.7255056
2,5,7,19,30,151,169,0.449,0.735,0.9898,32.03281825396826,110.52,30.47,0,32,1707611897.2015967
5,5,5,30,32,180,186,0.312,0.711,0.9624,32.99521825396826,54.53,32.54,0,32,1707612156.0896735
2,7,9,32,62,432,460,0.604,0.788,0.9738412698412698,33.969059523809534,102.3,62.67,0,64,1707612418.3097205
3,4,4,62,38,170,179,0.339,0.705,0.98475,34.95380952380953,147.84,38.53,0,48,1707612631.76623
5,8,6,38,40,175,182,0.453,0.665,0.9566250000000001,35.910434523809535,23.33,40.38,0,40,1707613035.769726
2,7,8,40,47,587,608,0.64,0.734,0.9831785714285715,36.89361309523811,82.69,47.87,0,48,1707613229.380765
1,4,7,47,15,171,214,0.398,0.648,0.9920714285714286,37.88568452380954,404.28,15.0,0,48,1707613432.603437
5,4,6,15,26,48,54,0.333,0.718,0.98325,38.868934523809536,272.25,26.0,0,56,1707613639.465951
5,4,6,26,55,269,281,0.327,0.814,0.98175,39.850684523809534,151.03,55.8,0,72,1707613933.373104
2,4,9,55,32,140,159,0.365,0.786,0.9785833333333334,40.82926785714287,248.93,32.27,0,64,1707614068.7460752
3,7,7,32,73,440,454,0.528,0.728,0.9754285714285714,41.80469642857144,57.57,73.29,0,72,1707614368.4732077
5,4,9,73,38,128,136,0.305,0.773,0.9621388888888889,42.76683531746033,288.83,38.72,0,88,1707614633.872162
3,6,4,38,56,465,478,0.452,0.718,0.9753333333333334,43.74216865079366,62.58,56.87,0,56,1707614933.9845855
6,8,7,56,48,169,172,0.453,0.669,0.9521964285714286,44.694365079365085,21.44,48.86,0,48,1707615238.6469631
1,6,8,48,26,313,389,0.574,0.602,0.9709166666666667,45.66528174603175,271.5,26.07,0,56,1707615449.6992333
5,8,5,26,67,165,171,0.518,0.661,0.96475,46.630031746031754,26.64,67.47,0,64,1707615617.7073746
3,8,5,67,72,640,626,0.306,0.729,0.93825,47.56828174603176,15.72,72.57,0,72,1707615816.5264626
4,9,5,72,96,566,569,0.813,0.724,0.9903333333333333,48.55861507936509,19.47,96.6,0,96,1707615957.914227
6,7,7,96,98,404,409,0.567,0.794,0.981,49.53961507936509,57.76,98.61,0,96,1707616145.2022908
1,6,9,98,34,172,209,0.595,0.694,0.9762777777777778,50.51589285714287,435.39,34.53,0,120,1707616377.3930569
5,4,4,34,34,167,179,0.263,0.724,0.96575,51.48164285714287,262.94,34.86,0,72,1707616545.350784
6,8,5,34,93,237,249,0.541,0.675,0.967625,52.44926785714287,36.38,93.62,0,88,1707616858.0656216
5,8,4,93,73,405,394,0.586,0.736,0.97325,53.42251785714287,26.72,73.61,0,72,1707617068.0928733
2,6,4,73,64,630,679,0.566,0.697,0.9943333333333333,54.4168511904762,149.64,64.62,0,80,1707617278.2057543
2,8,6,64,64,754,783,0.749,0.673,0.993625,55.4104761904762,28.31,64.8,0,64,1707617518.3120384
2,8,6,64,64,860,818,0.397,0.72,0.949625,56.3601011904762,14.8,64.4,0,64,1707617707.0606728
